Absolmsia spartioides
Swertia tenuis
Swertia teres
Swertia tetraptera
Swertia thomsonii
Swertia volkensii
Swertia wolfgangiana
Swertia yunnanensis
Symbolanthus argyreus
Symbolanthus australis
Symbolanthus brittonianus
Symbolanthus calygonus
Symbolanthus frigidus
Symbolanthus macranthus
Symbolanthus mathewsii
Symbolanthus nerioides
Symbolanthus pulcherrimus
Symbolanthus vasculosus
Symphyllophyton caprifolioides
Synaptantha tillaeacea
Syringantha coulteri
Tabernaemontana africana
Tabernaemontana alba
Tabernaemontana amygdalifolia
Tabernaemontana angulata
Tabernaemontana arborea
Tabernaemontana aurantiaca
Tabernaemontana brachyantha
Tabernaemontana bufalina
Tabernaemontana calcarea
Tabernaemontana capuronii
Tabernaemontana catharinensis
Tabernaemontana cerifera
Tabernaemontana ciliata
Tabernaemontana citrifolia
Tabernaemontana coffeoides
Tabernaemontana columbiensis
Tabernaemontana contorta
Tabernaemontana coriacea
Tabernaemontana crassa
Tabernaemontana crassifolia
Tabernaemontana cuspidata
Tabernaemontana cymosa
Tabernaemontana disticha
Tabernaemontana divaricata
Tabernaemontana eglandulosa
Tabernaemontana elegans
Tabernaemontana eusepala
Tabernaemontana flavicans
Tabernaemontana floribunda
Tabernaemontana glandulosa
Tabernaemontana heterophylla
Tabernaemontana humblotii
Tabernaemontana hystrix
Tabernaemontana inconspicua
Tabernaemontana laeta
Tabernaemontana letestui
Tabernaemontana lorifera
Tabernaemontana macrocalyx
Tabernaemontana macrocarpa
Tabernaemontana markgrafiana
Tabernaemontana mocquerysi
Tabernaemontana muricata
Tabernaemontana odoratissima
Tabernaemontana orientalis
Tabernaemontana pachysiphon
Tabernaemontana pandacaqui
Tabernaemontana pauciflora
Tabernaemontana peduncularis
Tabernaemontana penduliflora
Tabernaemontana persicariifolia
Tabernaemontana phymata
Tabernaemontana psorocarpa
Tabernaemontana retusa
Tabernaemontana rupicola
Tabernaemontana salzmannii
Tabernaemontana sambiranensis
Tabernaemontana sananho
Tabernaemontana sessilifolia
Tabernaemontana siphilitica
Tabernaemontana solanifolia
Tabernaemontana sphaerocarpa
Tabernaemontana stellata
Tabernaemontana undulata
Tabernaemontana vanheurckii
Tabernaemontana ventricosa
Tabernanthe iboga
Tacazzea apiculata
Tachia grandiflora
Tachia guianensis
Tachia loretensis
Tachia occidentalis
Tachia parviflora
Tachiadenus carinatus
Tachiadenus gracilis
Tachiadenus longiflorus
Tamilnadia uliginosa
Tammsia anomala
Tamridaea capsulifera
Tapiphyllum cinerascens
Tapiphyllum obtusifolium
Tapiphyllum velutinum
Tarenna asiatica
Tarenna buruensis
Tarenna drummondii
Tarenna lasiorhachis
Tarenna mollissima
Tarenna pavettoides
Tarenna subsessilis
Tarennoidea wallichii
Tassadia berteroana
Tassadia guianensis
Tassadia obovata
Tavaresia barklyi
Tavaresia grandiflora
Telosiphonia brachysiphon
Telosiphonia hypoleuca
Telosiphonia nacapulensis
Telosma accedens
Telosma africana
Telosma cordata
Telosma pallida
Telosma procumbens
Temnadenia odorifera
Temnadenia violacea
Temnopteryx sericea
Tennantia sennii
Tetrapollinia caerulescens
Thamnoldenlandia ambovombensis
Thecorchus wauensis
Theligonum cynocrambe
Thevetia ahouai
Thevetia neriifolia
Thevetia ovata
Thevetia peruviana
Thiollierea artensis
Thiollierea macrophylla
Thiollierea neriifolia
Thiollierea tubiflora
Thouarsiora littoralis
Thyrsanthella difformis
Timonius celebicus
Timonius densiflorus
Timonius flavescens
Timonius nitidus
Timonius polygamus
Timonius pulposus
Timonius sechellensis
Timonius timon
Tinadendron noumeanum
Tintinnabularia gratissima
Tintinnabularia mortonii
Tocoyena longiflora
Tocoyena pittieri
Tocoyena williamsii
Tonduzia longifolia
Tonduzia stenophylla
Toxocarpus villosus
Toxocarpus wightianus
Trachelospermum asiaticum
Trachelospermum axillare
Trachelospermum gracilipes
Trachelospermum jasminoides
Trachycalymma buchwaldii
Trachycalymma foliosum
Trachycalymma pseudofimbriatum
Trailliaedoxa gracilis
Tresanthera condamineoides
Triainolepis africana
Triainolepis arcuata
Triainolepis emirnensis
Triainolepis fryeri
Triainolepis hildebrandtii
Triainolepis mandrarensis
Triainolepis tomentella
Tricalysia achoundongiana
Tricalysia aciculiflora
Tricalysia acidophylla
Tricalysia acocantheroides
Tricalysia ambrensis
Tricalysia analamazaotrensis
Tricalysia anomala
Tricalysia bagshawei
Tricalysia bequaertii
Tricalysia bridsoniana
Tricalysia cacondensis
Tricalysia capensis
Tricalysia concolor
Tricalysia coriacea
Tricalysia crepiniana
Tricalysia cryptocalyx
Tricalysia dauphinensis
Tricalysia delagoensis
Tricalysia elliotii
Tricalysia gossweileri
Tricalysia griseiflora
Tricalysia jasminiflora
Tricalysia junodii
Tricalysia lanceolata
Tricalysia leucocarpa
Tricalysia microphylla
Tricalysia ngalaensis
Tricalysia okelensis
Tricalysia ovalifolia
Tricalysia pallens
Tricalysia perrieri
Tricalysia ruandensis
Tricalysia schliebenii
Tricalysia sonderiana
Tricalysia talbotii
Tricalysia verdcourtiana
Tricalysia zambesiaca
Trichostachys aurea
Trichostachys microcarpa
Tridentea longipes
Tridentea peculiaris
Tridentea virescens
Triodoglossum abyssinicum
Tripterospermum alutaceifolium
Tripterospermum australe
Tripterospermum championii
Tripterospermum chinense
Tripterospermum cordatum
Tripterospermum cordifolioides
Tripterospermum cordifolium
Tripterospermum filicaule
Tripterospermum hirticalyx
Tripterospermum lanceolatum
Tripterospermum luteoviride
Tripterospermum luzonense
Tripterospermum microphyllum
Tripterospermum nienkui
Tripterospermum nigrobaccatum
Tripterospermum pallidum
Tripterospermum pinbianense
Tripterospermum robustum
Tripterospermum taiwanense
Tripterospermum trinerve
Tripterospermum volubile
Tromotriche longii
Tromotriche longipes
Tromotriche revoluta
Tromotriche ruschiana
Trukia fitzalanii
Tweedia brunonis
Tweedia coerulea
Tylophora anomala
Tylophora apiculata
Tylophora arachnoidea
Tylophora aristolochioides
Tylophora asthmatica
Tylophora barbata
Tylophora biglandulosa
Tylophora brownii
Tylophora caffra
Tylophora cameroonica
Tylophora cissoides
Tylophora conspicua
Tylophora coriacea
Tylophora dalzellii
Tylophora fasciculata
Tylophora flanaganii
Tylophora flexuosa
Tylophora floribunda
Tylophora gracillima
Tylophora grandiflora
Tylophora heterophylla
Tylophora hirsuta
Tylophora indica
Tylophora japonica
Tylophora lugardae
Tylophora matsumurae
Tylophora oblonga
Tylophora ovata
Tylophora paniculata
Tylophora parviflora
Tylophora rotundifolia
Tylophora sylvatica
Tylophora tanakae
Tylophora tenuipedunculata
Tylophora tenuis
Tylophora urceolata
Tylophora villosa
Tylophora yunnanensis
Uncaria africana
Uncaria appendiculata
Uncaria guianensis
Uncaria hirsuta
Uncaria homomalla
Uncaria laevigata
Uncaria lancifolia
Uncaria lanosa
Uncaria macrophylla
Uncaria rhynchophylla
Uncaria scandens
Uncaria sessilifructus
Uncaria sinensis
Uncaria tomentosa
Urceola huaitingii
Urceola lucida
Urceola micrantha
Urceola minutiflora
Urceola rosea
Urogentias ulugurensis
Urophyllum arboreum
Urophyllum blumeanum
Urophyllum britannicum
Urophyllum ceylanicum
Urophyllum congestiflorum
Urophyllum cyphandrum
Urophyllum ellipticum
Urophyllum glabrum
Urophyllum glaucescens
Urophyllum leucophlaeum
Urophyllum longifolium
Urophyllum salicifolium
Urophyllum schmidtii
Urophyllum streptopodium
Urophyllum zeylanicum
Usteria guineensis
Vahadenia caillei
Valantia hispida
Valantia muralis
Vallaris solanacea
Vallesia antillana
Vangueria agrestis
Vangueria apiculata
Vangueria bowkeri
Vangueria cinerascens
Vangueria discolor
Vangueria dryadum
Vangueria esculenta
Vangueria gillettii
Vangueria infausta
Vangueria lasiantha
Vangueria latifolia
Vangueria loranthifolia
Vangueria macrocalyx
Vangueria madagascariensis
Vangueria micropyren
Vangueria pallidiflora
Vangueria parvifolia
Vangueria praecox
Vangueria proschii
Vangueria pygmaea
Vangueria randii
Vangueria schumanniana
Vangueria soutpansbergensis
Vangueria thamnus
Vangueria triflora
Vangueria volkensii
Vangueriella chlorantha
Vangueriella discolor
Vangueriella laxiflora
Vangueriella nigerica
Vangueriella nigricans
Vangueriella olacifolia
Vangueriella rufa
Vangueriella vanguerioides
Vangueriopsis lanciflora
Vangueriopsis longiflora
Veratrilla baillonii
Villaria fasciculiflora
Villaria glomerata
Villaria odorata
Villaria philippinensis
Villaria rolfei
Vinca difformis
Vinca major
Vinca minor
Vincetoxicum acuminatum
Vincetoxicum ambiguum
Vincetoxicum amplexicaule
Vincetoxicum atratum
Vincetoxicum austrokiusianum
Vincetoxicum calcareum
Vincetoxicum carnosum
Vincetoxicum chekiangense
Vincetoxicum creticum
Vincetoxicum forrestii
Vincetoxicum glaucescens
Vincetoxicum hirundinaria
Vincetoxicum hoyoense
Vincetoxicum inamoenum
Vincetoxicum izuense
Vincetoxicum japonicum
Vincetoxicum katoi
Vincetoxicum macrophyllum
Vincetoxicum magnificum
Vincetoxicum mongolicum
Vincetoxicum nigrum
Vincetoxicum nipponicum
Vincetoxicum ovatum
Vincetoxicum pycnostelma
Vincetoxicum rossicum
Vincetoxicum stauntonii
Vincetoxicum stocksii
Vincetoxicum sublanceolatum
Vincetoxicum versicolor
Vincetoxicum yamanakae
Vincetoxicum yonakuniense
Virectaria angustifolia
Virectaria belingana
Virectaria herbacoursi
Virectaria major
Virectaria multiflora
Virectaria procumbens
Voacanga africana
Voacanga globosa
Voacanga grandifolia
Voacanga psilocalyx
Voacanga schweinfurthii
Voacanga thouarsii
Voyria aphylla
Voyria aurantiaca
Voyria caerulea
Voyria clavata
Voyria corymbosa
Voyria obconica
Voyria parasitica
Voyria primuloides
Voyria rosea
Voyria tenella
Voyria tenuiflora
Voyriella parviflora
Warszewiczia coccinea
Warszewiczia cordata
Wattakaka lanceolata
Wattakaka volubilis
Wendlandia arabica
Wendlandia formosana
Wendlandia ligustroides
Wendlandia paniculata
Wendlandia pendula
Wendlandia thyrsoidea
Wendlandia tinctoria
White-sloanea crassa
Willughbeia angustifolia
Wittmackanthus stanleyanus
Woodia mucronata
Wrightia arborea
Wrightia coccinea
Wrightia dubia
Wrightia laevis
Wrightia lanceolata
Wrightia natalensis
Wrightia religiosa
Wrightia sirikitiae
Wrightia tinctoria
Wrightia tomentosa
Xanthophytum borneense
Xanthophytum capitellatum
Xantonnea parvifolia
Xysmalobium fraternum
Xysmalobium gerrardii
Xysmalobium heudelotianum
Xysmalobium involucratum
Xysmalobium kaessneri
Xysmalobium parviflorum
Xysmalobium tysonianum
Xysmalobium undulatum
Zeltnera abramsii
Zeltnera arizonica
Zeltnera beyrichii
Zeltnera breviflora
Zeltnera calycosa
Zeltnera exaltata
Zeltnera glandulifera
Zeltnera madrensis
Zeltnera martinii
Zeltnera maryanna
Zeltnera muehlenbergii
Zeltnera multicaulis
Zeltnera namophila
Zeltnera nevadensis
Zeltnera nudicaulis
Zeltnera pusilla
Zeltnera quitensis
Zeltnera setacea
Zeltnera stricta
Zeltnera texensis
Zeltnera trichantha
Zeltnera venusta
Zeltnera wigginsii
Zygostelma benthamii
